,age,job,marital,education,balance,housing,duration,campaign,y_pred
2419,33,technician,married,tertiary,1699,no,600,1,yes
2420,47,technician,married,secondary,1167,yes,505,1,yes
2421,68,retired,married,secondary,19317,yes,249,1,yes
2422,40,technician,single,tertiary,1646,yes,173,1,yes
2423,46,management,married,tertiary,242,no,120,2,no
2424,29,technician,single,secondary,382,no,409,4,yes
2425,55,management,divorced,tertiary,2383,no,1019,2,yes
2426,30,self-employed,married,tertiary,2666,no,475,2,yes
2427,49,admin.,divorced,secondary,1718,no,211,1,yes
2428,48,management,married,tertiary,1147,no,389,1,yes
2429,21,student,single,secondary,216,no,414,1,yes
2430,45,admin.,married,secondary,153,no,277,1,yes
2431,43,management,married,tertiary,1791,no,254,1,yes
2432,47,management,single,tertiary,86,no,253,1,yes
2433,27,management,single,tertiary,6791,no,179,2,yes
2434,20,student,married,unknown,292,no,385,2,yes
2435,37,unemployed,single,tertiary,1291,no,150,1,yes
2436,61,management,married,tertiary,175,no,270,2,yes
2437,57,services,single,secondary,0,no,355,1,yes
2438,40,management,married,tertiary,0,no,131,2,no
2439,53,admin.,divorced,secondary,0,yes,1452,1,yes
2440,65,unknown,married,unknown,4717,no,256,1,yes
2441,67,retired,married,tertiary,701,no,254,2,yes
2442,66,retired,married,tertiary,3,no,550,1,yes
2443,67,management,married,tertiary,405,no,345,2,yes
2444,57,retired,married,secondary,168,no,342,1,yes
2445,38,admin.,married,tertiary,4297,no,206,2,yes
2446,56,management,divorced,tertiary,10532,no,324,1,yes
2447,46,management,married,tertiary,4693,no,79,1,no
2448,69,technician,married,secondary,9064,no,714,1,yes
2449,32,services,single,secondary,6983,no,255,1,yes
2450,72,retired,married,tertiary,2,no,147,2,yes
2451,41,admin.,married,tertiary,1536,no,273,1,yes
2452,72,retired,married,primary,1612,no,530,2,yes
2453,33,unemployed,married,secondary,1211,no,456,1,yes
2454,37,admin.,married,secondary,96,no,155,1,no
2455,34,management,married,tertiary,0,yes,262,1,no
2456,44,admin.,single,secondary,1534,no,166,1,yes
2457,42,services,single,secondary,3403,yes,215,1,yes
2458,58,unemployed,married,secondary,687,yes,221,1,no
2459,34,technician,married,tertiary,7050,no,130,1,no
2460,55,entrepreneur,divorced,secondary,538,yes,353,2,no
2461,71,retired,married,primary,2600,no,212,1,yes
2462,23,student,single,secondary,0,no,217,1,yes
2463,60,management,single,tertiary,1034,yes,231,3,yes
2464,18,student,single,unknown,108,no,167,1,yes
2465,54,technician,married,secondary,10185,no,559,1,yes
2466,59,retired,divorced,tertiary,3444,no,252,1,yes
2467,32,self-employed,single,tertiary,1815,no,235,1,yes
2468,61,self-employed,divorced,tertiary,52587,no,290,1,yes
2469,31,management,married,tertiary,10884,no,294,3,yes
2470,42,blue-collar,married,primary,201,yes,265,1,no
2471,42,unemployed,married,unknown,190,no,704,2,yes
2472,42,services,single,tertiary,94,yes,176,2,no
2473,70,housemaid,divorced,primary,1311,no,651,1,yes
2474,57,technician,married,secondary,589,yes,167,1,no
2475,60,retired,married,secondary,1853,no,408,1,yes
2476,53,blue-collar,divorced,primary,4401,no,254,1,no
2477,48,unemployed,divorced,secondary,201,no,140,1,no
2478,30,management,single,tertiary,533,no,229,2,yes
2479,39,management,single,tertiary,3840,yes,315,2,yes
2480,42,technician,married,secondary,994,yes,149,1,no
2481,26,admin.,single,secondary,96,no,349,1,yes
2482,46,management,married,tertiary,1600,yes,1244,1,yes
2483,40,admin.,single,secondary,100,yes,221,1,no
2484,39,admin.,married,secondary,260,yes,175,2,no
2485,58,self-employed,married,primary,1013,yes,206,1,no
2486,42,blue-collar,married,secondary,413,yes,589,2,yes
2487,31,services,single,secondary,181,no,182,1,no
2488,21,student,single,secondary,123,no,449,1,yes
2489,35,self-employed,single,tertiary,353,no,582,1,yes
2490,50,technician,divorced,unknown,2794,no,1336,2,yes
2491,36,management,single,tertiary,3850,yes,239,2,yes
2492,75,retired,married,primary,2970,no,641,1,yes
2493,20,student,single,primary,6991,no,178,2,yes
2494,57,admin.,single,secondary,2223,no,1064,1,yes
2495,41,management,married,tertiary,27696,no,147,2,yes
2496,59,technician,married,secondary,116,no,398,4,yes
2497,36,management,married,tertiary,2987,yes,307,1,yes
2498,18,student,single,primary,608,no,267,1,yes
2499,34,management,single,tertiary,48,yes,810,3,yes
2500,55,management,married,primary,113,no,306,1,yes
2501,33,blue-collar,single,secondary,498,no,338,2,yes
2502,43,technician,married,tertiary,2643,no,188,3,yes
2503,34,services,married,secondary,1337,no,255,2,yes
2504,35,services,married,unknown,618,no,293,1,yes
2505,43,technician,single,secondary,451,no,289,2,yes
2506,74,retired,married,primary,0,no,562,2,yes
2507,45,unemployed,divorced,primary,11,no,489,5,yes
2508,38,blue-collar,married,secondary,1165,yes,784,3,yes
2509,32,management,single,tertiary,2465,no,414,1,yes
2510,29,admin.,single,tertiary,41,yes,148,2,no
2511,31,admin.,married,secondary,35,no,315,2,no
2512,50,services,married,secondary,3169,no,399,1,yes
2513,44,technician,divorced,secondary,14,no,234,1,no
2514,23,student,single,secondary,431,no,496,2,yes
2515,56,management,married,tertiary,616,no,293,2,yes
2516,76,retired,married,primary,3324,no,227,2,yes
2517,28,technician,single,secondary,113,no,204,3,yes
2518,34,management,single,tertiary,13014,no,738,1,yes
2519,56,retired,married,primary,9367,no,320,2,yes
2520,45,management,single,tertiary,2067,yes,393,2,yes
2521,36,technician,single,secondary,376,no,479,1,yes
2522,57,retired,single,tertiary,842,no,284,3,yes
2523,49,technician,married,tertiary,1235,no,354,3,yes
2524,49,management,married,tertiary,1,no,640,2,yes
2525,37,management,married,tertiary,1276,no,156,2,yes
2526,46,unemployed,single,tertiary,44,no,225,1,no
2527,26,admin.,single,secondary,255,no,209,2,yes
2528,47,unemployed,married,secondary,926,no,436,1,yes
2529,36,management,married,primary,1506,no,326,3,yes
2530,37,student,single,unknown,444,no,137,1,yes
2531,62,management,married,tertiary,557,no,185,1,yes
2532,26,blue-collar,single,secondary,535,no,125,1,yes
2533,45,management,married,tertiary,2671,no,94,4,no
2534,63,technician,married,secondary,896,yes,276,2,yes
2535,25,management,single,tertiary,528,no,201,1,yes
2536,60,retired,married,unknown,209,no,391,3,yes
2537,44,management,married,tertiary,226,yes,190,3,no
2538,33,unemployed,single,tertiary,1974,no,498,2,yes
2539,39,entrepreneur,married,tertiary,942,yes,880,3,yes
2540,46,blue-collar,married,unknown,336,yes,260,3,no
2541,42,admin.,married,primary,-306,yes,308,1,no
2542,56,management,married,unknown,4623,no,348,1,yes
2543,82,retired,married,secondary,276,no,199,1,yes
2544,77,retired,married,tertiary,0,no,286,1,yes
2545,36,services,single,tertiary,1189,no,220,1,yes
2546,35,management,single,tertiary,431,no,343,2,yes
2547,50,technician,married,secondary,2218,yes,711,1,yes
2548,62,retired,married,secondary,1495,no,606,1,yes
2549,26,management,single,tertiary,828,yes,156,1,yes
2550,55,management,married,tertiary,12972,no,205,1,yes
2551,22,student,single,secondary,948,no,215,1,yes
2552,30,student,single,secondary,48,no,161,1,no
2553,34,housemaid,married,tertiary,0,no,148,1,no
2554,31,management,married,tertiary,537,yes,216,1,no
2555,55,technician,married,secondary,1938,no,193,1,yes
2556,49,technician,single,secondary,9131,yes,532,1,yes
2557,67,retired,divorced,tertiary,443,no,441,1,yes
2558,43,admin.,married,secondary,132,no,574,1,yes
2559,25,technician,single,tertiary,3411,no,225,2,yes
2560,59,retired,divorced,secondary,1,no,335,1,yes
2561,44,admin.,married,secondary,10905,no,240,2,yes
2562,42,management,married,tertiary,976,no,164,1,yes
2563,29,management,single,tertiary,2531,no,634,1,yes
2564,32,management,married,tertiary,1270,no,232,3,yes
2565,30,management,single,tertiary,5359,no,145,1,yes
2566,38,technician,married,secondary,10596,no,195,1,yes
2567,22,student,single,tertiary,691,no,338,1,yes
2568,25,entrepreneur,single,tertiary,347,no,267,1,yes
2569,34,self-employed,single,tertiary,9962,no,474,1,yes
2570,27,technician,single,tertiary,11862,no,217,1,yes
2571,35,management,single,tertiary,1756,no,195,1,yes
2572,45,housemaid,married,secondary,4068,no,184,1,yes
2573,42,management,married,primary,5310,yes,273,1,no
2574,20,student,single,secondary,215,no,228,4,yes
2575,60,admin.,married,secondary,106,no,216,3,yes
2576,47,management,married,tertiary,0,no,374,1,yes
2577,25,student,single,secondary,469,no,273,1,yes
2578,65,retired,married,secondary,2326,no,276,1,yes
2579,50,technician,married,secondary,3370,no,531,2,yes
2580,22,student,single,secondary,144,no,116,1,yes
2581,43,admin.,single,secondary,733,yes,126,1,no
2582,53,retired,divorced,tertiary,-309,yes,343,2,no
2583,71,retired,divorced,secondary,5584,no,534,3,yes
2584,28,blue-collar,married,secondary,61,yes,744,1,yes
2585,59,unemployed,married,secondary,1047,no,438,1,yes
2586,29,management,single,tertiary,265,no,130,2,yes
2587,51,technician,married,secondary,117,no,467,2,yes
2588,48,housemaid,married,tertiary,5473,no,232,2,yes
2589,37,blue-collar,married,primary,106,yes,511,1,yes
2590,37,technician,married,tertiary,127,yes,192,1,no
2591,64,retired,married,tertiary,380,no,479,1,yes
2592,69,retired,married,secondary,0,no,412,2,yes
2593,36,management,married,tertiary,255,no,242,6,no
2594,43,services,married,secondary,2145,no,291,2,yes
2595,63,housemaid,married,primary,91,no,128,3,no
2596,70,retired,married,secondary,1853,no,314,1,yes
2597,60,technician,single,primary,11262,no,323,1,yes
2598,86,retired,divorced,primary,0,no,189,1,yes
2599,72,retired,married,secondary,1129,no,186,1,yes
2600,60,retired,married,tertiary,108,no,624,1,yes
2601,43,management,single,tertiary,1696,yes,257,1,yes
2602,57,management,divorced,unknown,854,no,700,4,yes
2603,28,management,single,tertiary,223,yes,157,2,no
2604,36,blue-collar,single,secondary,40,yes,259,3,no
2605,66,retired,married,secondary,2048,no,212,1,yes
2606,33,technician,single,tertiary,3689,no,445,3,yes
2607,36,technician,single,secondary,539,yes,398,2,no
2608,29,technician,single,secondary,590,no,81,1,no
2609,62,unemployed,married,secondary,780,no,162,2,yes
2610,34,blue-collar,married,secondary,1464,yes,207,3,no
2611,29,unemployed,single,tertiary,1311,no,622,1,yes
2612,30,management,married,tertiary,7,yes,173,1,no
2613,32,technician,married,tertiary,636,yes,370,1,no
2614,39,blue-collar,single,primary,24277,no,261,1,yes
2615,55,admin.,divorced,secondary,1872,no,155,2,no
2616,36,management,single,tertiary,490,no,207,8,yes
2617,27,student,single,tertiary,118,no,160,3,yes
2618,45,management,married,tertiary,4119,yes,473,2,yes
2619,55,management,married,unknown,1504,yes,186,3,no
2620,52,blue-collar,married,secondary,2087,yes,267,1,no
2621,49,management,single,tertiary,5689,no,470,1,yes
2622,30,blue-collar,married,primary,201,yes,219,1,no
2623,39,management,married,tertiary,119,yes,265,2,no
2624,48,management,divorced,tertiary,17964,yes,120,1,no
2625,36,management,married,tertiary,1113,no,212,1,yes
2626,27,admin.,married,secondary,1596,no,82,1,no
2627,51,management,married,tertiary,2635,no,181,1,yes
2628,48,technician,married,secondary,568,yes,378,2,no
2629,70,retired,married,secondary,2626,no,140,2,yes
2630,63,retired,married,secondary,4752,no,233,2,yes
2631,34,services,single,secondary,528,yes,121,3,no
2632,46,admin.,married,tertiary,2552,no,260,1,yes
2633,31,self-employed,single,tertiary,3343,no,365,1,yes
2634,32,admin.,married,secondary,995,no,331,1,yes
2635,40,unemployed,single,tertiary,7968,no,733,1,yes
2636,30,admin.,single,secondary,0,no,316,3,yes
2637,55,management,married,primary,2587,no,328,2,yes
2638,57,management,divorced,tertiary,6468,yes,730,1,yes
2639,59,admin.,single,secondary,4744,no,879,1,yes
2640,26,technician,single,secondary,1231,yes,230,1,no
2641,73,retired,married,unknown,3443,no,770,3,yes
2642,30,admin.,single,secondary,2568,no,563,1,yes
2643,64,retired,married,tertiary,1644,no,569,4,yes
2644,36,technician,married,tertiary,1354,no,281,3,yes
2645,55,admin.,married,secondary,602,no,350,1,yes
2646,63,retired,married,tertiary,1795,no,219,1,yes
2647,52,technician,married,secondary,0,yes,211,1,no
2648,34,management,single,tertiary,268,no,587,1,yes
2649,36,services,married,secondary,52,yes,351,1,no
2650,31,management,single,tertiary,924,no,231,1,yes
2651,47,retired,single,primary,3033,no,293,1,yes
2652,50,admin.,married,tertiary,6574,no,495,1,yes
2653,70,retired,divorced,secondary,0,no,206,1,yes
2654,18,student,single,unknown,108,no,169,1,yes
2655,33,self-employed,married,secondary,409,no,165,1,no
2656,24,technician,single,secondary,726,no,445,2,yes
2657,25,admin.,single,secondary,1871,no,260,1,yes
2658,26,management,single,tertiary,1094,yes,137,1,no
2659,32,management,single,tertiary,2915,no,519,1,yes
2660,25,student,single,unknown,480,no,140,1,yes
2661,58,management,married,tertiary,1227,no,400,2,yes
2662,42,management,married,tertiary,1205,no,376,2,yes
2663,30,blue-collar,single,secondary,161,no,298,3,no
2664,76,retired,divorced,primary,802,no,475,5,yes
2665,79,retired,married,secondary,723,no,276,1,yes
2666,70,retired,married,primary,6538,no,394,1,yes
2667,30,management,single,tertiary,147,no,234,1,yes
2668,60,retired,married,secondary,0,no,408,1,yes
2669,51,unemployed,married,secondary,1416,no,345,1,yes
2670,71,retired,married,tertiary,14220,yes,397,1,yes
2671,31,management,single,tertiary,12569,no,344,1,yes
2672,32,admin.,single,secondary,555,yes,344,1,no
2673,34,management,married,tertiary,158,no,278,2,yes
2674,28,admin.,single,secondary,261,yes,259,2,yes
2675,45,management,married,tertiary,786,no,84,3,no
2676,53,entrepreneur,married,primary,27,yes,230,3,no
2677,38,unknown,single,tertiary,0,no,260,3,yes
2678,56,admin.,single,secondary,2815,yes,212,1,no
2679,42,technician,married,secondary,3082,no,285,1,yes
2680,47,technician,married,secondary,1233,yes,91,1,no
2681,73,retired,married,unknown,739,no,210,1,yes
2682,46,blue-collar,married,secondary,640,yes,108,2,no
2683,73,retired,married,tertiary,1843,no,106,2,yes
2684,28,blue-collar,single,secondary,322,no,240,2,yes
2685,46,management,married,tertiary,7331,no,658,4,yes
2686,74,retired,married,primary,1765,no,290,2,yes
2687,71,retired,divorced,tertiary,1236,yes,335,4,yes
2688,41,admin.,divorced,secondary,6046,yes,185,2,no
2689,73,retired,married,primary,934,no,961,5,yes
2690,47,technician,divorced,secondary,1013,no,170,1,yes
2691,49,technician,divorced,tertiary,596,yes,722,1,yes
2692,40,admin.,married,secondary,4775,no,215,1,yes
2693,57,blue-collar,married,primary,3109,no,107,2,no
2694,50,housemaid,married,secondary,388,no,173,2,no
2695,34,blue-collar,married,secondary,262,no,89,2,no
2696,56,services,married,secondary,654,no,875,1,yes
2697,32,technician,single,tertiary,1855,no,126,2,no
2698,50,management,divorced,tertiary,810,no,91,1,yes
2699,54,unemployed,divorced,secondary,1664,no,106,1,no
2700,26,management,single,tertiary,362,no,925,1,yes
2701,40,technician,married,tertiary,1293,no,1702,3,yes
2702,29,management,single,tertiary,874,yes,152,1,no
2703,52,housemaid,married,primary,10943,no,292,1,yes
2704,38,technician,married,secondary,4539,no,387,1,yes
2705,46,management,married,tertiary,2817,no,543,1,yes
2706,26,management,single,tertiary,1646,no,890,5,yes
2707,25,management,single,tertiary,808,no,267,2,yes
2708,70,retired,married,tertiary,44,no,1104,2,yes
2709,83,retired,married,primary,425,no,773,1,yes
2710,43,management,divorced,tertiary,2367,no,83,1,no
2711,45,blue-collar,married,secondary,10252,no,173,1,yes
2712,37,admin.,single,tertiary,1000,yes,239,1,yes
2713,71,retired,divorced,secondary,4380,no,369,1,yes
2714,27,management,single,tertiary,20585,no,299,1,yes
2715,47,admin.,married,secondary,2601,no,261,1,yes
2716,42,management,divorced,tertiary,238,no,692,1,yes
2717,77,retired,divorced,secondary,0,no,210,1,yes
2718,61,management,married,tertiary,3371,no,299,2,yes
2719,57,management,married,tertiary,10583,no,341,3,yes
2720,34,management,married,tertiary,16,yes,316,1,no
2721,40,blue-collar,married,secondary,1451,no,117,1,no
2722,84,entrepreneur,married,secondary,0,no,992,2,yes
2723,26,student,single,secondary,132,no,194,1,yes
2724,37,technician,married,unknown,189,no,238,1,yes
2725,47,management,married,tertiary,288,no,101,1,no
2726,37,management,single,tertiary,1027,yes,137,1,no
2727,28,management,single,tertiary,6784,no,502,1,yes
2728,54,management,married,tertiary,1464,no,194,2,yes
2729,54,management,married,tertiary,8295,no,849,2,yes
2730,61,retired,married,secondary,2917,no,215,1,yes
2731,30,technician,single,secondary,158,no,144,1,yes
2732,60,retired,married,primary,1588,no,728,1,yes
2733,44,management,married,unknown,282,no,296,3,yes
2734,33,management,single,tertiary,5437,no,201,1,yes
2735,25,admin.,single,tertiary,1185,no,290,1,yes
2736,54,unknown,married,unknown,895,no,335,1,yes
2737,24,blue-collar,single,secondary,1857,yes,147,1,no
2738,36,technician,married,tertiary,4596,yes,234,2,yes
2739,58,retired,married,primary,565,no,153,1,no
2740,33,management,single,tertiary,1781,no,611,2,yes
2741,27,admin.,married,secondary,3415,no,266,3,yes
2742,60,admin.,divorced,secondary,12039,no,261,1,yes
2743,56,unemployed,married,secondary,12,no,511,3,yes
2744,25,technician,single,secondary,139,no,138,1,yes
2745,21,student,single,secondary,2488,no,180,1,yes
2746,73,retired,divorced,secondary,7111,yes,146,1,yes
2747,67,management,divorced,tertiary,361,no,411,2,yes
2748,51,entrepreneur,divorced,tertiary,2109,no,79,2,no
2749,48,management,married,tertiary,1093,yes,1226,2,yes
2750,35,management,single,tertiary,2646,no,221,1,yes
2751,61,self-employed,divorced,tertiary,6,yes,210,1,yes
2752,35,technician,single,tertiary,670,no,301,2,yes
2753,36,admin.,divorced,secondary,592,no,204,2,yes
2754,83,retired,single,primary,1965,no,1003,3,yes
